index,obs_id,simbad_name,significance,ra,dec,category,classification,obs_time,url,ai_classification,ai_prob,comments,detnam,ep_name,exp_time,flux,id,image_url,index_in_det,light_curve_url,pos_err,r_dec,r_ra,r_sep,records,spectrum_url,src_name,tags,trigger,type,version,wxt_name
1,11916652998,4XMM J004150.1-091804,6.96,10.483,-9.321,Unclassified,Unclassified,2025-12-29 07:57:23,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/540231/1373332,source,0.99976247549057,,CMOS15,,1524.0,3.97e-11,1784944,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652998/CMOS15/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652998/CMOS15/1/v2,2.860,-9.325,10.464,69.12,https://ep.bao.ac.cn/ep/data_center/ta_records/1784944,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652998/CMOS15/1/v2,ep11916652998wxt15s1,['known_source'],telemetry,source,v2,
2,08500000511,WXT J055044-322046,5.86,87.646,-32.364,Unverified,Unverified,2025-12-29 21:02:53,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/286620/1374680,source,0.9998612403869628,,CMOS7,,2971.0,1.77e-11,1786357,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000511/CMOS7/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000511/CMOS7/1/v2,2.964,-32.346,87.684,132.97,https://ep.bao.ac.cn/ep/data_center/ta_records/1786357,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000511/CMOS7/1/v2,ep08500000511wxt7s1,['known_source'],telemetry,source,v2,
3,11916653019,EP251229a,5.77,124.156,37.201,Unclassified,Unclassified,2025-12-29 19:37:29,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/559505/1374193,source,0.9571549892425536,,CMOS23,,854.2896,3.91e-11,1785948,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916653019/CMOS23/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916653019/CMOS23/1/v1,2.727,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1785948,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916653019/CMOS23/1/v1,ep11916653019wxt23s1,['transient'],telemetry,source,v1,
4,11916652994,WXT J095413-061826,5.75,148.552,-6.307,Unverified,Unverified,2025-12-29 02:35:32,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/559018/1372380,source,0.833224892616272,,CMOS21,,1233.0,1.51e-11,1784463,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652994/CMOS21/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652994/CMOS21/1/v1,2.898,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1784463,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652994/CMOS21/1/v1,ep11916652994wxt21s1,['known_source'],telemetry,source,v1,
5,11916653027,WXT J045327+425118,5.61,73.362,42.855,Unverified,Unverified,2025-12-30 00:03:12,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/560164/1374791,source,0.702177107334137,,CMOS10,,1119.0,1.66e-11,1786591,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916653027/CMOS10/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916653027/CMOS10/1/v1,2.958,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1786591,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916653027/CMOS10/1/v1,ep11916653027wxt10s1,['known_source'],telemetry,source,v1,
6,11916652991,WXT J023638+073010,5.52,39.159,7.503,Unverified,Unverified,2025-12-29 00:03:33,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/559073/1372757,source,0.9296884536743164,,CMOS26,,1183.0,1.42e-11,1784595,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652991/CMOS26/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652991/CMOS26/2/v1,3.038,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1784595,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652991/CMOS26/2/v1,ep11916652991wxt26s2,['known_source'],telemetry,source,v1,
7,11916652990,WXT J054251-402312,5.50,85.711,-40.387,Unverified,Unverified,2025-12-28 23:12:48,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/559031/1372513,source,0.7459676265716553,,CMOS20,,1074.0,1.09e-11,1784499,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652990/CMOS20/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652990/CMOS20/2/v1,2.354,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1784499,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652990/CMOS20/2/v1,ep11916652990wxt20s2,['known_source'],telemetry,source,v1,
8,08500000511,WXT J034246-533948,5.34,55.760,-53.696,Unverified,Unverified,2025-12-29 21:03:27,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/554478/1374696,source,0.9993638396263124,,CMOS23,,2886.0,1.65e-11,1786377,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000511/CMOS23/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000511/CMOS23/1/v2,3.074,-53.663,55.691,188.32,https://ep.bao.ac.cn/ep/data_center/ta_records/1786377,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000511/CMOS23/1/v2,ep08500000511wxt23s1,['known_source'],telemetry,source,v2,
9,11916653027,WXT J005001+692034,5.27,12.504,69.343,Unverified,Unverified,2025-12-29 23:53:21,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/560167/1374813,source,0.7965441346168518,,CMOS21,,1711.0,1.06e-11,1786602,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916653027/CMOS21/v1?index_in_det=3,3,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916653027/CMOS21/3/v1,2.819,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1786602,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916653027/CMOS21/3/v1,ep11916653027wxt21s3,['known_source'],telemetry,source,v1,
10,11900532738,WXT J043824+550720,5.22,69.601,55.122,Unverified,Unverified,2025-12-29 04:50:43,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/558969/1371965,source,0.905734360218048,,CMOS3,,1100.0,1.64e-11,1784125,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900532738/CMOS3/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900532738/CMOS3/1/v1,2.752,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1784125,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900532738/CMOS3/1/v1,ep11900532738wxt3s1,['known_source'],telemetry,source,v1,
