index,obs_id,simbad_name,significance,ra,dec,category,classification,obs_time,url,ai_classification,ai_prob,comments,detnam,ep_name,exp_time,flux,id,image_url,index_in_det,light_curve_url,pos_err,r_dec,r_ra,r_sep,records,spectrum_url,src_name,tags,trigger,type,version,wxt_name
1,11916652735,EP251212a,9.23,134.041,-23.279,Unclassified,Unclassified,2025-12-12 06:12:27,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/537709/1325665,source,0.995141863822937,,CMOS22,,1440.0,6.55e-11,1738093,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652735/CMOS22/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652735/CMOS22/1/v1,2.402,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1738093,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652735/CMOS22/1/v1,ep11916652735wxt22s1,['transient'],telemetry,source,v1,
2,06800001047,WXT J033730+260027,5.94,54.365,25.992,Unverified,Unverified,2025-12-12 03:49:17,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/515760/1325452,source,0.9999614953994752,,CMOS4,,2982.0,1.74e-11,1737748,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001047/CMOS4/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001047/CMOS4/2/v1,3.039,26.007,54.376,64.78,https://ep.bao.ac.cn/ep/data_center/ta_records/1737748,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001047/CMOS4/2/v1,ep06800001047wxt4s2,['known_source'],telemetry,source,v1,
3,11900510465,WXT J043559-012325,5.90,68.994,-1.390,Unverified,Unverified,2025-12-11 13:43:52,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536606/1323376,source,0.9508522748947144,,CMOS46,,1308.0,2.35e-11,1735294,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900510465/CMOS46/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900510465/CMOS46/1/v1,3.038,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1735294,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900510465/CMOS46/1/v1,ep11900510465wxt46s1,['known_source'],telemetry,source,v1,
4,11916652731,WXT J071448-435720,5.88,108.699,-43.956,Unverified,Unverified,2025-12-11 18:57:37,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536756/1323724,source,0.9716101288795472,,CMOS23,,1338.0,2.50e-11,1735758,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652731/CMOS23/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652731/CMOS23/1/v1,2.828,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1735758,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652731/CMOS23/1/v1,ep11916652731wxt23s1,['known_source'],telemetry,source,v1,
5,11900510468,WXT J034021+381615,5.73,55.086,38.271,Unverified,Unverified,2025-12-11 18:31:25,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536761/1323793,source,0.7813804149627686,,CMOS21,,1316.0,2.41e-11,1735787,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900510468/CMOS21/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900510468/CMOS21/2/v1,3.112,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1735787,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900510468/CMOS21/2/v1,ep11900510468wxt21s2,['known_source'],telemetry,source,v1,
6,13600509831,1RXS J220109.6+622849,5.71,330.229,62.508,Unclassified,Unclassified,2025-12-11 16:34:51,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536564/1323123,source,0.8241497278213501,,CMOS15,,1056.0,1.45e-11,1735152,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/13600509831/CMOS15/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/13600509831/CMOS15/1/v1,2.771,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1735152,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/13600509831/CMOS15/1/v1,ep13600509831wxt15s1,['known_source'],telemetry,source,v1,
7,06800001047,WXT J042150+373142,5.60,65.460,37.528,Unverified,Unverified,2025-12-12 03:52:14,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/537511/1325459,source,0.2576662600040436,,CMOS11,,3047.0,1.38e-11,1737754,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001047/CMOS11/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001047/CMOS11/2/v1,2.985,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1737754,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001047/CMOS11/2/v1,ep06800001047wxt11s2,['known_source'],telemetry,source,v1,
8,13600509830,WXT J011001+370233,5.51,17.506,37.043,Unverified,Unverified,2025-12-11 14:56:29,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536582/1323268,source,0.9309960007667542,,CMOS46,,1206.0,2.25e-11,1735213,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/13600509830/CMOS46/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/13600509830/CMOS46/1/v1,2.629,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1735213,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/13600509830/CMOS46/1/v1,ep13600509830wxt46s1,['known_source'],telemetry,source,v1,
9,13600509841,1RXS J220218.3+553823,5.47,330.597,55.642,Unclassified,Unclassified,2025-12-12 10:02:28,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/537875/1325880,source,0.9792383313179016,,CMOS38,,651.0,3.52e-11,1738523,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/13600509841/CMOS38/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/13600509841/CMOS38/1/v1,2.697,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1738523,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/13600509841/CMOS38/1/v1,ep13600509841wxt38s1,['known_source'],telemetry,source,v1,
10,06800001047,WXT J073427+212928,5.46,113.614,21.491,Unverified,Unverified,2025-12-12 04:00:06,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/537518/1325497,source,0.9905914664268494,,CMOS28,,3058.0,1.36e-11,1737772,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001047/CMOS28/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001047/CMOS28/1/v1,3.489,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1737772,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001047/CMOS28/1/v1,ep06800001047wxt28s1,['known_source'],telemetry,source,v1,
11,11916652722,WXT J075022+295301,5.46,117.594,29.884,Unverified,Unverified,2025-12-11 05:39:26,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536332/1322420,source,0.9210788607597352,,CMOS1,,1257.0,1.58e-11,1734645,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652722/CMOS1/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652722/CMOS1/2/v2,2.682,29.884,117.594,0.00,https://ep.bao.ac.cn/ep/data_center/ta_records/1734645,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652722/CMOS1/2/v2,ep11916652722wxt1s2,['known_source'],telemetry,source,v2,
12,11900510721,WXT J073304+175949,5.46,113.268,17.997,Unverified,Unverified,2025-12-12 02:32:19,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/537466/1325571,source,0.9568820595741272,,CMOS4,,2562.0,1.35e-11,1737869,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900510721/CMOS4/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900510721/CMOS4/1/v2,3.138,17.997,113.268,0.11,https://ep.bao.ac.cn/ep/data_center/ta_records/1737869,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900510721/CMOS4/1/v2,ep11900510721wxt4s1,['known_source'],telemetry,source,v2,
13,13600509827,WXT J220350+570607,5.42,330.959,57.102,Unverified,Unverified,2025-12-11 10:04:56,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536530/1322856,source,0.9426969885826112,,CMOS38,,1418.0,1.71e-11,1735000,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/13600509827/CMOS38/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/13600509827/CMOS38/1/v1,2.845,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1735000,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/13600509827/CMOS38/1/v1,ep13600509827wxt38s1,['known_source'],telemetry,source,v1,
14,11916652735,WXTJ090854-093944,5.35,137.247,-9.646,Unverified,Unverified,2025-12-12 06:12:27,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/340261/1325663,source,0.998206377029419,,CMOS21,,1433.0,2.94e-11,1738092,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652735/CMOS21/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652735/CMOS21/1/v1,3.219,-9.662,137.226,95.80,https://ep.bao.ac.cn/ep/data_center/ta_records/1738092,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652735/CMOS21/1/v1,ep11916652735wxt21s1,[],telemetry,source,v1,
15,11900510209,WXT J042121+272600,5.35,65.341,27.433,Unverified,Unverified,2025-12-11 10:32:34,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/536535/1322910,source,0.8379536271095276,,CMOS42,,1278.0,1.99e-11,1735023,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900510209/CMOS42/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900510209/CMOS42/2/v1,3.058,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1735023,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900510209/CMOS42/2/v1,ep11900510209wxt42s2,['known_source'],telemetry,source,v1,
