index,obs_id,simbad_name,significance,ra,dec,category,classification,obs_time,url,ai_classification,ai_prob,comments,detnam,ep_name,exp_time,flux,id,image_url,index_in_det,light_curve_url,pos_err,r_dec,r_ra,r_sep,records,spectrum_url,src_name,tags,trigger,type,version,wxt_name
1,06800001063,EP251218b,7.16,94.916,6.028,Unclassified,Unclassified,2025-12-18 08:33:12,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547956/1344680,source,0.999993085861206,,CMOS30,,8094.0,1.08e-11,1757693,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001063/CMOS30/v2?index_in_det=3,3,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001063/CMOS30/3/v2,2.492,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757693,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001063/CMOS30/3/v2,ep06800001063wxt30s3,"['transient', 'known_source']",telemetry,source,v2,
2,06800001063,EP251218b,6.68,94.876,6.026,Unclassified,Unclassified,2025-12-18 08:33:15,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547956/1344691,source,0.9999855756759644,,CMOS41,,8090.755,9.84e-12,1757708,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001063/CMOS41/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001063/CMOS41/1/v2,2.654,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757708,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001063/CMOS41/1/v2,ep06800001063wxt41s1,"['transient', 'known_source']",telemetry,source,v2,
3,06800001068,1RXS J045100.1-121415,6.63,72.723,-12.238,Unclassified,Unclassified,2025-12-18 14:55:53,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/272723/1344558,source,0.9996945858001708,,CMOS28,,2979.0,1.90e-11,1757619,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001068/CMOS28/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001068/CMOS28/2/v2,2.862,-12.237,72.750,98.08,https://ep.bao.ac.cn/ep/data_center/ta_records/1757619,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001068/CMOS28/2/v2,ep06800001068wxt28s2,['known_source'],telemetry,source,v2,
4,06800001063,EP251218a,6.19,85.644,-11.852,Unclassified,Unclassified,2025-12-18 08:31:55,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547959/1344689,source,0.999996781349182,,CMOS39,,8283.0,7.61e-12,1757706,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001063/CMOS39/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001063/CMOS39/2/v2,2.522,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757706,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001063/CMOS39/2/v2,ep06800001063wxt39s2,"['transient', 'known_source']",telemetry,source,v2,
5,11900518529,WXT J113444+573710,5.84,173.685,57.620,Unverified,Unverified,2025-12-19 02:21:00,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548188/1345954,source,0.7074693441390991,,CMOS48,,1262.0,1.61e-11,1759324,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900518529/CMOS48/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900518529/CMOS48/1/v1,2.629,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759324,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900518529/CMOS48/1/v1,ep11900518529wxt48s1,['known_source'],telemetry,source,v1,
6,11900518530,WXT J064228+403205,5.63,100.617,40.535,Unverified,Unverified,2025-12-19 03:53:05,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548320/1346172,source,0.674248218536377,,CMOS35,,1647.0,1.22e-11,1759524,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900518530/CMOS35/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900518530/CMOS35/1/v2,2.794,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759524,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900518530/CMOS35/1/v2,ep11900518530wxt35s1,['known_source'],telemetry,source,v2,
7,08500000481,WXT J112633+065556,5.58,171.638,6.932,Unverified,Unverified,2025-12-18 23:14:20,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548343/1346200,source,0.9600592851638794,,CMOS13,,3079.0,1.44e-11,1759557,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000481/CMOS13/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000481/CMOS13/1/v2,2.859,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759557,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000481/CMOS13/1/v2,ep08500000481wxt13s1,['known_source'],telemetry,source,v2,
8,08500000482,WXT J092906+430656,5.57,142.278,43.116,Unverified,Unverified,2025-12-19 00:37:00,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548186/1345947,source,0.978063464164734,,CMOS25,,3109.0,1.49e-11,1759319,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000482/CMOS25/v1?index_in_det=4,4,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000482/CMOS25/4/v1,3.017,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759319,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000482/CMOS25/4/v1,ep08500000482wxt25s4,['known_source'],telemetry,source,v1,
9,11916652853,WXT J115418+753446,5.48,178.579,75.580,Unverified,Unverified,2025-12-18 02:22:47,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547223/1343207,source,0.7393114566802979,,CMOS37,,1269.0,1.32e-11,1756462,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652853/CMOS37/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652853/CMOS37/1/v1,2.759,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1756462,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652853/CMOS37/1/v1,ep11916652853wxt37s1,['known_source'],telemetry,source,v1,
10,06800001063,WXT J055634-051650,5.46,89.143,-5.280,Unverified,Unverified,2025-12-18 08:33:23,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547961/1344693,source,0.9990229606628418,,CMOS43,,8089.0,5.13e-12,1757709,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001063/CMOS43/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001063/CMOS43/1/v2,2.393,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757709,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001063/CMOS43/1/v2,ep06800001063wxt43s1,['known_source'],telemetry,source,v2,
11,06800001068,WXT J011921+135612,5.46,19.839,13.937,Unverified,Unverified,2025-12-18 14:39:47,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547951/1344609,source,0.9574149250984192,,CMOS38,,3065.0,1.25e-11,1757644,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001068/CMOS38/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001068/CMOS38/1/v2,3.232,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757644,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001068/CMOS38/1/v2,ep06800001068wxt38s1,['known_source'],telemetry,source,v2,
12,11900517377,WXT J043754+051703,5.44,69.478,5.284,Unverified,Unverified,2025-12-18 05:34:10,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547757/1344035,source,0.8506738543510437,,CMOS27,,1347.0,1.59e-11,1757249,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900517377/CMOS27/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900517377/CMOS27/2/v1,3.037,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757249,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900517377/CMOS27/2/v1,ep11900517377wxt27s2,['known_source'],telemetry,source,v1,
13,11900518274,WXT J223058+270942,5.44,337.745,27.162,Unverified,Unverified,2025-12-19 01:48:04,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548164/1345879,source,0.8442073464393616,,CMOS15,,1738.0,1.14e-11,1759269,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900518274/CMOS15/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900518274/CMOS15/2/v1,2.638,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759269,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900518274/CMOS15/2/v1,ep11900518274wxt15s2,['known_source'],telemetry,source,v1,
14,08500000479,WXT J110258+185152,5.43,165.740,18.864,Unverified,Unverified,2025-12-18 18:25:16,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547851/1344441,source,0.8795797228813171,,CMOS39,,3002.0,1.15e-11,1757474,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000479/CMOS39/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000479/CMOS39/1/v1,2.944,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757474,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000479/CMOS39/1/v1,ep08500000479wxt39s1,['known_source'],telemetry,source,v1,
15,08500000476,WXT J110319+350308,5.43,165.833,35.052,Unverified,Unverified,2025-12-18 03:56:56,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547234/1344504,source,0.9748822450637816,,CMOS48,,3131.0,1.32e-11,1757570,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000476/CMOS48/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000476/CMOS48/2/v2,3.329,35.052,165.833,0.00,https://ep.bao.ac.cn/ep/data_center/ta_records/1757570,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000476/CMOS48/2/v2,ep08500000476wxt48s2,['known_source'],telemetry,source,v2,
16,08500000484,WXT J082652+461022,5.42,126.717,46.173,Unverified,Unverified,2025-12-19 06:57:33,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548279/1346426,source,0.6521008014678955,,CMOS27,,2057.0,6.51e-12,1759778,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000484/CMOS27/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000484/CMOS27/1/v2,2.303,46.173,126.717,0.00,https://ep.bao.ac.cn/ep/data_center/ta_records/1759778,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000484/CMOS27/1/v2,ep08500000484wxt27s1,['known_source'],telemetry,source,v2,
17,08500000483,WXT J091451+055948,5.41,138.714,5.997,Unverified,Unverified,2025-12-19 05:31:36,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548287/1346102,source,0.9322854280471802,,CMOS17,,1530.0,1.58e-11,1759463,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000483/CMOS17/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000483/CMOS17/1/v2,2.998,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759463,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000483/CMOS17/1/v2,ep08500000483wxt17s1,['known_source'],telemetry,source,v2,
18,08500000483,WXT J112102+084130,5.40,170.259,8.692,Unverified,Unverified,2025-12-19 05:37:45,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548299/1346125,source,0.6459519863128662,,CMOS40,,1555.0,1.07e-11,1759481,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000483/CMOS40/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000483/CMOS40/1/v2,2.772,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759481,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000483/CMOS40/1/v2,ep08500000483wxt40s1,['known_source'],telemetry,source,v2,
19,06800001068,WXT J015240+360543,5.39,28.165,36.095,Unverified,Unverified,2025-12-18 14:42:46,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547945/1344549,source,0.99999737739563,,CMOS23,,3057.0,1.63e-11,1757609,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001068/CMOS23/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001068/CMOS23/2/v2,3.050,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757609,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001068/CMOS23/2/v2,ep06800001068wxt23s2,['known_source'],telemetry,source,v2,
20,06800001068,WXT J041753+313651,5.34,64.314,31.614,Unverified,Unverified,2025-12-18 14:50:37,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/547939/1344526,source,0.8483836650848389,,CMOS7,,3018.0,1.07e-11,1757592,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/06800001068/CMOS7/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/06800001068/CMOS7/1/v2,3.068,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1757592,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/06800001068/CMOS7/1/v2,ep06800001068wxt7s1,['known_source'],telemetry,source,v2,
21,08500000482,WXT J065945+193715,5.33,104.937,19.621,Unverified,Unverified,2025-12-19 00:34:22,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/548168/1345905,source,0.8345305919647217,,CMOS10,,2970.0,9.41e-12,1759284,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000482/CMOS10/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000482/CMOS10/2/v1,2.682,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1759284,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000482/CMOS10/2/v1,ep08500000482wxt10s2,['known_source'],telemetry,source,v1,
