index,obs_id,simbad_name,significance,ra,dec,category,classification,obs_time,url,ai_classification,ai_prob,comments,detnam,ep_name,exp_time,flux,id,image_url,index_in_det,light_curve_url,pos_err,r_dec,r_ra,r_sep,records,spectrum_url,src_name,tags,trigger,type,version,wxt_name
1,08500000486,G 196-3B,8.57,151.078,50.395,Unclassified,Unclassified,2025-12-20 10:08:12,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/42332/1349137,source,0.9999997615814208,,CMOS1,,8787.0,1.18e-11,1762495,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000486/CMOS1/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000486/CMOS1/1/v2,2.360,50.383,151.086,46.29,https://ep.bao.ac.cn/ep/data_center/ta_records/1762495,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000486/CMOS1/1/v2,ep08500000486wxt1s1,['known_source'],telemetry,source,v2,
2,08500000486,2RXS J072128.0+554731,6.82,110.351,55.801,Unclassified,Unclassified,2025-12-20 10:03:42,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/257165/1349144,source,1.0,,CMOS8,,8949.0,1.07e-11,1762508,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000486/CMOS8/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000486/CMOS8/2/v2,2.617,55.822,110.347,76.51,https://ep.bao.ac.cn/ep/data_center/ta_records/1762508,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000486/CMOS8/2/v2,ep08500000486wxt8s2,['known_source'],telemetry,source,v2,
3,11916652876,4XMM J004150.1-091804,6.58,10.486,-9.321,Unclassified,Unclassified,2025-12-20 08:10:41,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/540231/1349006,source,0.9997814297676086,,CMOS14,,1647.0,3.15e-11,1762344,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11916652876/CMOS14/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11916652876/CMOS14/1/v2,2.726,-9.325,10.464,80.98,https://ep.bao.ac.cn/ep/data_center/ta_records/1762344,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11916652876/CMOS14/1/v2,ep11916652876wxt14s1,['known_source'],telemetry,source,v2,
4,01709250304,WXT J063549+431734,5.68,98.955,43.293,Unverified,Unverified,2025-12-21 02:03:19,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/550384/1350270,source,0.9802912473678588,,CMOS9,,2968.0,1.54e-11,1764163,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/01709250304/CMOS9/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/01709250304/CMOS9/1/v1,2.823,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1764163,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/01709250304/CMOS9/1/v1,ep01709250304wxt9s1,['known_source'],telemetry,source,v1,
5,08500000489,WXT J111705+035352,5.66,169.271,3.898,Unverified,Unverified,2025-12-20 02:24:00,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/549390/1348775,source,0.9923391342163086,,CMOS38,,3080.0,1.41e-11,1761977,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000489/CMOS38/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000489/CMOS38/1/v2,3.216,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1761977,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000489/CMOS38/1/v2,ep08500000489wxt38s1,['known_source'],telemetry,source,v2,
6,08500000495,WXT J093222+205227,5.63,143.090,20.874,Unverified,Unverified,2025-12-20 21:26:32,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/549977/1349886,source,0.8056817650794983,,CMOS42,,3036.0,1.36e-11,1763172,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000495/CMOS42/v2?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000495/CMOS42/1/v2,3.113,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1763172,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000495/CMOS42/1/v2,ep08500000495wxt42s1,['known_source'],telemetry,source,v2,
7,08500000496,WXT J085234+513249,5.50,133.141,51.547,Unverified,Unverified,2025-12-20 22:52:57,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/549921/1350496,source,0.9976776242256165,,CMOS28,,3011.0,1.38e-11,1764329,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000496/CMOS28/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000496/CMOS28/2/v2,3.238,51.547,133.141,0.04,https://ep.bao.ac.cn/ep/data_center/ta_records/1764329,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000496/CMOS28/2/v2,ep08500000496wxt28s2,['known_source'],telemetry,source,v2,
8,08500000497,WXT J085342+145726,5.40,133.423,14.957,Unverified,Unverified,2025-12-21 00:35:37,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/550372/1350215,source,0.9924739003181458,,CMOS6,,3070.0,1.38e-11,1764131,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000497/CMOS6/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000497/CMOS6/1/v1,3.179,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1764131,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000497/CMOS6/1/v1,ep08500000497wxt6s1,['known_source'],telemetry,source,v1,
9,08500000495,WXT J094705+191958,5.36,146.771,19.333,Unverified,Unverified,2025-12-20 21:26:32,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/549978/1349886,source,0.921658217906952,,CMOS42,,3036.0,1.39e-11,1763173,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000495/CMOS42/v2?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000495/CMOS42/2/v2,3.271,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1763173,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000495/CMOS42/2/v2,ep08500000495wxt42s2,['known_source'],telemetry,source,v2,
10,01709250304,WXT J030929+745920,5.36,47.372,74.989,Unverified,Unverified,2025-12-21 01:52:22,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/550387/1350305,source,0.9584092497825624,,CMOS44,,3159.0,1.38e-11,1764184,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/01709250304/CMOS44/v1?index_in_det=1,1,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/01709250304/CMOS44/1/v1,3.270,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1764184,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/01709250304/CMOS44/1/v1,ep01709250304wxt44s1,['known_source'],telemetry,source,v1,
11,11900521090,WXT J043657+483844,5.35,69.239,48.646,Unverified,Unverified,2025-12-20 14:47:31,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/549844/1349615,source,0.9097996950149536,,CMOS27,,3010.0,9.33e-12,1762911,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/11900521090/CMOS27/v2?index_in_det=3,3,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/11900521090/CMOS27/3/v2,3.085,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1762911,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/11900521090/CMOS27/3/v2,ep11900521090wxt27s3,['known_source'],telemetry,source,v2,
12,08500000497,WXT J092540+194347,5.35,141.416,19.730,Unverified,Unverified,2025-12-21 00:38:14,https://ep.bao.ac.cn/ep/data_center/source_candidate_detail/550380/1350255,source,0.9697073698043824,,CMOS42,,3037.0,1.41e-11,1764151,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/image/08500000497/CMOS42/v1?index_in_det=2,2,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/lc/08500000497/CMOS42/2/v1,2.975,,,,https://ep.bao.ac.cn/ep/data_center/ta_records/1764151,https://ep.bao.ac.cn/ep/data_center/obsevation_data/quick_look/spectrum/08500000497/CMOS42/2/v1,ep08500000497wxt42s2,['known_source'],telemetry,source,v1,
